Cal_Year,Sale_ID,Date,Cal_Date,Store_ID,Product_ID,Units
2023,-9999,8/17/2023,8/17/2023,14,,
2023,779232,8/25/2023,8/25/2023,14,,
2023,783982,8/29/2023,8/29/2023,14,,
2023,793987,9/5/2023,9/5/2023,14,,
2023,801399,9/11/2023,9/11/2023,14,,
2023,722576,7/15/2023,7/15/2023,15,,
2023,736856,7/25/2023,7/25/2023,15,,
2023,775621,8/22/2023,8/22/2023,15,,
2023,801935,9/12/2023,9/12/2023,15,,
2023,746822,7/31/2023,7/31/2023,16,,
2023,782857,8/27/2023,8/27/2023,16,,
2023,626570,2023-05-17@@,5/17/2023,17,,
2023,772090,8/19/2023,8/19/2023,17,,
2023,-9999,8/24/2023,8/24/2023,17,,
2023,794477,9/6/2023,9/6/2023,17,,
2023,787508,9/1/2023,9/1/2023,18,,
2023,795598,9/7/2023,9/7/2023,18,,
2023,818912,9/23/2023,9/23/2023,18,,
2023,743304,7/29/2023,7/29/2023,19,,
2023,749198,8/2/2023,8/2/2023,19,,
2023,,8/26/2023,8/26/2023,19,,
2023,785089,2023-08-30 @@,8/30/2023,19,,
2023,711635,7/9/2023,7/9/2023,20,,
2023,776752,8/23/2023,8/23/2023,20,,
2023,804858,9/14/2023,9/14/2023,20,,
2023,808086,9/16/2023,9/16/2023,20,,
2023,810324,9/18/2023,9/18/2023,20,,
2023,818976,9/23/2023,9/23/2023,20,,
2023,819518,9/24/2023,9/24/2023,20,,
2023,828929,9/30/2023,9/30/2023,20,,
2023,732815,7/22/2023,7/22/2023,21,,
2023,759379,8/10/2023,8/10/2023,22,,
2023,767652,8/16/2023,8/16/2023,22,,
2023,773281,8/19/2023,8/19/2023,22,,
2023,793238,9/4/2023,9/4/2023,22,,
2023,804062,9/14/2023,9/14/2023,22,,
2023,-9999,9/29/2023,9/29/2023,22,,
2023,829152,9/30/2023,9/30/2023,22,,
2023,629815,5/19/2023,5/19/2023,23,,
2023,745189,7/30/2023,7/30/2023,23,,
2023,791394,9/2/2023,9/2/2023,23,,
2023,563754,4/7/2023,4/7/2023,24,,
2023,633488,5/20/2023,5/20/2023,24,,
2023,722613,7/15/2023,7/15/2023,24,,
2023,725251,7/18/2023,7/18/2023,24,,
2023,733264,7/23/2023,7/23/2023,24,,
2023,748822,8/2/2023,8/2/2023,24,,
2023,748822,8/2/2023,8/2/2023,24,,
2023,756349,8/7/2023,8/7/2023,24,,
2023,756559,8/7/2023,8/7/2023,24,,
2023,764740,8/13/2023,8/13/2023,24,,
2023,789522,9/2/2023,9/2/2023,24,,
2023,807338,9/16/2023,9/16/2023,24,,
2023,812551,9/20/2023,9/20/2023,24,,
2023,723679,7/16/2023,7/16/2023,25,,
2023,731395,7/22/2023,7/22/2023,25,,
2023,743471,7/29/2023,7/29/2023,25,,
2023,751669,8/4/2023,8/4/2023,25,,
2023,756035,8/7/2023,8/7/2023,25,,
2023,793970,9/5/2023,9/5/2023,25,,
2023,798562,9/9/2023,9/9/2023,25,,
2023,817328,9/23/2023,9/23/2023,25,,
2023,825384,9/29/2023,9/29/2023,25,,
2023,742704,7/29/2023,7/29/2023,26,,
2023,787826,9/1/2023,9/1/2023,26,,
2023,,9/22/2023,9/22/2023,26,,
2023,783301,8/28/2023,8/28/2023,27,,
2023,810402,9/18/2023,9/18/2023,27,,
2023,829176,9/30/2023,9/30/2023,27,,
2023,678357,6/18/2023,6/18/2023,28,,
2023,748142,8/2/2023,8/2/2023,28,,
2023,758004,8/9/2023,8/9/2023,28,,
2023,729991,7/21/2023,7/21/2023,29,,
2023,808894,9/16/2023,9/16/2023,29,,
2023,486210,2/16/2023,2/16/2023,30,,
2023,688482,6/24/2023,6/24/2023,30,,
2023,741321,7/28/2023,7/28/2023,30,,
2023,746136,7/31/2023,7/31/2023,30,,
2023,768382,8/16/2023,8/16/2023,30,,
2023,770323,8/18/2023,8/18/2023,30,,
2023,804379,9/14/2023,9/14/2023,30,,
2023,805426,9/15/2023,9/15/2023,30,,
2023,,9/22/2023,9/22/2023,30,,
2023,826646,9/29/2023,9/29/2023,30,,
2023,662260,6/8/2023,6/8/2023,31,,
2023,738003,7/26/2023,7/26/2023,31,,
2023,752649,8/5/2023,8/5/2023,31,,
2023,755088,8/6/2023,8/6/2023,31,,
2023,757951,8/9/2023,8/9/2023,31,,
2023,770285,8/18/2023,8/18/2023,31,,
2023,774416,8/20/2023,8/20/2023,31,,
2023,792709,9/4/2023,9/4/2023,31,,
2023,798340,9/9/2023,9/9/2023,31,,
2023,754889,8/6/2023,8/6/2023,32,,
2023,756968,8/8/2023,8/8/2023,32,,
2023,632036,5/20/2023,5/20/2023,33,,
2023,721959,7/15/2023,7/15/2023,33,,
2023,736483,7/25/2023,7/25/2023,33,,
2023,752799,8/5/2023,8/5/2023,33,,
2023,797829,9/8/2023,9/8/2023,33,,
2023,808554,9/16/2023,9/16/2023,33,,
2023,815094,9/22/2023,9/22/2023,33,,
2023,825112,9/29/2023,9/29/2023,34,,
2023,541389,3/25/2023,3/25/2023,35,,
2023,726085,7/18/2023,7/18/2023,35,,
2023,783827,8/29/2023,8/29/2023,35,,
2023,786969,8/31/2023,8/31/2023,35,,
2023,817063,9/23/2023,9/23/2023,35,,
2023,761238,8/11/2023,8/11/2023,36,,
2023,761238,8/11/2023,8/11/2023,36,,
2023,815168,9/22/2023,9/22/2023,36,,
2023,816131,9/22/2023,9/22/2023,36,,
2023,824185,9/28/2023,9/28/2023,36,,
2023,826701,9/29/2023,9/29/2023,36,,
2023,725761,7/18/2023,7/18/2023,37,,
2023,738448,7/27/2023,7/27/2023,37,,
2023,797789,9/8/2023,9/8/2023,37,,
2023,603356,5/2/2023,5/2/2023,38,,
2023,,7/30/2023,7/30/2023,38,,
2023,752805,8/5/2023,8/5/2023,38,,
2023,756756,8/8/2023,8/8/2023,38,,
2023,788884,9/1/2023,9/1/2023,38,,
2023,793235,9/4/2023,9/4/2023,38,,
2023,,9/29/2023,9/29/2023,38,,
2023,715135,7/11/2023,7/11/2023,39,,
2023,,7/21/2023,7/21/2023,39,,
2023,772356,8/19/2023,8/19/2023,39,,
2023,737677,7/26/2023,7/26/2023,40,,
2023,,8/7/2023,8/7/2023,40,,
2023,769411,2023-08-17!!!,8/17/2023,40,,
2023,824982,9/29/2023,9/29/2023,40,,
2023,725013,7/17/2023,7/17/2023,41,,
2023,739424,7/27/2023,7/27/2023,41,,
2023,740869,7/28/2023,7/28/2023,41,,
2023,755899,8/7/2023,8/7/2023,41,,
2023,800207,9/10/2023,9/10/2023,41,,
2023,810945,9/18/2023,9/18/2023,41,,
2023,826682,9/29/2023,9/29/2023,41,,
2023,724975,7/17/2023,7/17/2023,42,,
2023,752164,8/4/2023,8/4/2023,42,,
2023,766009,8/14/2023,8/14/2023,42,,
2023,784927,8/30/2023,8/30/2023,42,,
2023,786373,8/31/2023,8/31/2023,42,,
2023,792588,9/4/2023,9/4/2023,42,,
2023,816673,9/22/2023,9/22/2023,42,,
2023,723660,7/16/2023,7/16/2023,43,,
2023,731863,7/22/2023,7/22/2023,43,,
2023,732653,7/22/2023,7/22/2023,43,,
2023,737750,7/26/2023,7/26/2023,43,,
2023,737750,7/26/2023,7/26/2023,43,,
2023,757608,8/8/2023,8/8/2023,43,,
2023,,9/8/2023,9/8/2023,43,,
2023,816803,9/22/2023,9/22/2023,43,,
2023,755185,8/6/2023,8/6/2023,44,,
2023,821080,9/26/2023,9/26/2023,44,,
2023,824401,9/28/2023,9/28/2023,44,,
2023,745681,7/31/2023,7/31/2023,45,,
2023,745681,7/31/2023,7/31/2023,45,,
2023,589333,4/24/2023,4/24/2023,46,,
2023,749286,2023-08-02###,8/2/2023,46,,
2023,765466,8/14/2023,8/14/2023,46,,
2023,770277,8/18/2023,8/18/2023,46,,
2023,793347,9/5/2023,9/5/2023,46,,
2023,804743,9/14/2023,9/14/2023,46,,
2023,814660,9/21/2023,9/21/2023,46,,
2023,758297,8/9/2023,8/9/2023,47,,
2023,774983,8/21/2023,8/21/2023,47,,
2023,786477,8/31/2023,8/31/2023,47,,
2023,808235,9/16/2023,9/16/2023,47,,
2023,-9999,9/22/2023,9/22/2023,47,,
2023,728533,7/20/2023,7/20/2023,48,,
2023,-9999,7/25/2023,7/25/2023,48,,
2023,741661,7/28/2023,7/28/2023,48,,
2023,751703,8/4/2023,8/4/2023,48,,
2023,753356,8/5/2023,8/5/2023,48,,
2023,791597,9/3/2023,9/3/2023,48,,
2023,791872,9/3/2023,9/3/2023,48,,
2023,807607,9/16/2023,9/16/2023,48,,
2023,824369,9/28/2023,9/28/2023,48,,
2023,728766,7/20/2023,7/20/2023,49,,
2023,751492,8/4/2023,8/4/2023,49,,
2023,781538,8/26/2023,8/26/2023,49,,
2023,810828,9/18/2023,9/18/2023,49,,
2023,810828,9/18/2023,9/18/2023,49,,
2023,811058,9/18/2023,9/18/2023,49,,
2023,725544,7/18/2023,7/18/2023,50,,
2023,783550,8/28/2023,8/28/2023,50,,
2023,793079,9/4/2023,9/4/2023,50,,
2023,825237,9/29/2023,9/29/2023,50,,
2023,735217,7/24/2023,7/24/2023,,-9999,
2023,788907,9/1/2023,9/1/2023,,-9999,
2023,814968,9/21/2023,9/21/2023,,-9999,
2023,825880,9/29/2023,9/29/2023,,-9999,
2023,751398,8/4/2023,8/4/2023,-9999,-9999,
2023,823120,9/27/2023,9/27/2023,-9999,-9999,
2023,727139,7/19/2023,7/19/2023,1,-9999,
2023,749426,8/3/2023,8/3/2023,1,-9999,
2023,750373,8/3/2023,8/3/2023,1,-9999,
2023,809352,9/17/2023,9/17/2023,1,-9999,
2023,,8/4/2023,8/4/2023,2,-9999,
2023,762433,8/12/2023,8/12/2023,2,-9999,
2023,748646,8/2/2023,8/2/2023,3,-9999,
2023,767676,8/16/2023,8/16/2023,3,-9999,
2023,810348,9/18/2023,9/18/2023,3,-9999,
2023,,7/15/2023,7/15/2023,4,-9999,
2023,721981,7/15/2023,7/15/2023,4,-9999,
2023,783366,8/28/2023,8/28/2023,4,-9999,
2023,792098,9/3/2023,9/3/2023,5,-9999,
2023,733028,7/22/2023,7/22/2023,6,-9999,
2023,610508,5/6/2023,5/6/2023,7,-9999,
2023,733841,7/23/2023,7/23/2023,7,-9999,
2023,734851,7/24/2023,7/24/2023,7,-9999,
2023,762723,8/12/2023,8/12/2023,7,-9999,
2023,797442,9/8/2023,9/8/2023,7,-9999,
2023,737183,7/26/2023,7/26/2023,8,-9999,
2023,766464,8/15/2023,8/15/2023,9,-9999,
2023,785212,8/30/2023,8/30/2023,9,-9999,
2023,816933,9/22/2023,9/22/2023,9,-9999,
2023,821040,9/25/2023,9/25/2023,9,-9999,
2023,743324,7/29/2023,7/29/2023,10,-9999,
2023,748808,8/2/2023,8/2/2023,10,-9999,
2023,798631,9/9/2023,9/9/2023,12,-9999,
2023,821862,9/26/2023,9/26/2023,12,-9999,
2023,745606,7/31/2023,7/31/2023,13,-9999,
2023,746382,2023-07-31!!!,7/31/2023,13,-9999,
2023,761888,8/11/2023,8/11/2023,13,-9999,
2023,774948,8/21/2023,8/21/2023,13,-9999,
2023,812081,9/19/2023,9/19/2023,13,-9999,
2023,812855,9/20/2023,9/20/2023,13,-9999,
2023,808768,9/16/2023,9/16/2023,14,-9999,
2023,798195,9/8/2023,9/8/2023,15,-9999,
2023,771991,8/19/2023,8/19/2023,16,-9999,
2023,786853,8/31/2023,8/31/2023,16,-9999,
2023,,7/26/2023,7/26/2023,17,-9999,
2023,809737,9/17/2023,9/17/2023,17,-9999,
2023,726478,7/19/2023,7/19/2023,18,-9999,
2023,,9/2/2023,9/2/2023,18,-9999,
2023,760414,8/11/2023,8/11/2023,19,-9999,
2023,794380,9/6/2023,9/6/2023,19,-9999,
2023,738195,7/26/2023,7/26/2023,21,-9999,
2023,798336,9/9/2023,9/9/2023,21,-9999,
2023,746975,8/1/2023,8/1/2023,22,-9999,
2023,747290,8/1/2023,8/1/2023,22,-9999,
2023,777971,8/24/2023,8/24/2023,22,-9999,
2023,818376,9/23/2023,9/23/2023,23,-9999,
2023,761218,8/11/2023,8/11/2023,24,-9999,
2023,738142,7/26/2023,7/26/2023,25,-9999,
2023,743305,7/29/2023,7/29/2023,25,-9999,
2023,745307,7/31/2023,7/31/2023,25,-9999,
2023,798863,9/9/2023,9/9/2023,25,-9999,
2023,809299,9/17/2023,9/17/2023,25,-9999,
2023,800277,9/10/2023,9/10/2023,26,-9999,
2023,739748,7/27/2023,7/27/2023,28,-9999,
2023,742896,7/29/2023,7/29/2023,28,-9999,
2023,758488,8/9/2023,8/9/2023,28,-9999,
2023,784758,8/29/2023,8/29/2023,28,-9999,
2023,794070,9/5/2023,9/5/2023,29,-9999,
2023,757990,8/9/2023,8/9/2023,30,-9999,
2023,758346,8/9/2023,8/9/2023,30,-9999,
2023,760054,8/10/2023,8/10/2023,30,-9999,
2023,782283,8/27/2023,8/27/2023,31,-9999,
2023,763412,8/12/2023,8/12/2023,33,-9999,
2023,790513,9/2/2023,9/2/2023,33,-9999,
2023,807824,9/16/2023,9/16/2023,33,-9999,
2023,818758,9/23/2023,9/23/2023,33,-9999,
2023,774261,8/20/2023,8/20/2023,34,-9999,
2023,770316,8/18/2023,8/18/2023,35,-9999,
2023,770328,8/18/2023,8/18/2023,35,-9999,
2023,819451,9/24/2023,9/24/2023,36,-9999,
2023,728264,2023-07-20!!!,7/20/2023,37,-9999,
2023,748914,8/2/2023,8/2/2023,37,-9999,
2023,761183,8/11/2023,8/11/2023,37,-9999,
2023,818621,9/23/2023,9/23/2023,37,-9999,
2023,752954,8/5/2023,8/5/2023,38,-9999,
2023,825419,9/29/2023,9/29/2023,38,-9999,
2023,746584,7/31/2023,7/31/2023,39,-9999,
2023,,9/10/2023,9/10/2023,39,-9999,
2023,737834,7/26/2023,7/26/2023,40,-9999,
2023,773100,8/19/2023,8/19/2023,41,-9999,
2023,429994,1/6/2023,1/6/2023,42,-9999,
2023,731951,7/22/2023,7/22/2023,42,-9999,
2023,788530,9/1/2023,9/1/2023,42,-9999,
2023,788056,9/1/2023,9/1/2023,43,-9999,
2023,803525,9/13/2023,9/13/2023,43,-9999,
2023,805240,9/14/2023,9/14/2023,43,-9999,
2023,812310,9/19/2023,9/19/2023,43,-9999,
2023,824435,9/28/2023,9/28/2023,44,-9999,
2023,516123,3/10/2023,3/10/2023,45,-9999,
2023,724519,7/17/2023,7/17/2023,46,-9999,
2023,812677,9/20/2023,9/20/2023,46,-9999,
2023,814732,9/21/2023,9/21/2023,46,-9999,
2023,728544,7/20/2023,7/20/2023,47,-9999,
2023,820211,9/25/2023,9/25/2023,47,-9999,
2023,767171,8/15/2023,8/15/2023,49,-9999,
2023,769229,8/17/2023,8/17/2023,49,-9999,
2023,784177,8/29/2023,8/29/2023,49,-9999,
2023,795101,9/6/2023,9/6/2023,49,-9999,
2023,740453,7/28/2023,7/28/2023,50,-9999,
2023,740975,2023-07-28###,7/28/2023,50,-9999,
2023,431224,1/7/2023,1/7/2023,,1,
2023,449277,1/21/2023,1/21/2023,,1,
2023,735258,7/24/2023,7/24/2023,,1,
2023,735382,7/24/2023,7/24/2023,,1,
2023,743542,7/29/2023,7/29/2023,,1,
2023,748614,8/2/2023,8/2/2023,,1,
2023,817187,9/23/2023,9/23/2023,,1,
2023,820149,9/25/2023,9/25/2023,,1,
2023,747901,8/1/2023,8/1/2023,-9999,1,
2023,,8/4/2023,8/4/2023,-9999,1,
2023,776345,8/23/2023,8/23/2023,-9999,1,
2023,806042,9/15/2023,9/15/2023,-9999,1,
2023,,9/20/2023,9/20/2023,-9999,1,
2023,823203,9/28/2023,9/28/2023,-9999,1,
2023,725110,7/17/2023,7/17/2023,1,1,
2023,736334,7/25/2023,7/25/2023,1,1,
2023,736660,7/25/2023,7/25/2023,1,1,
2023,818336,9/23/2023,9/23/2023,1,1,
2023,821443,9/26/2023,9/26/2023,1,1,
2023,713010,7/9/2023,7/9/2023,2,1,
2023,756805,8/8/2023,8/8/2023,2,1,
2023,817927,9/23/2023,9/23/2023,2,1,
2023,823675,9/28/2023,9/28/2023,2,1,
2023,681338,6/20/2023,6/20/2023,3,1,
2023,,8/29/2023,8/29/2023,3,1,
2023,821172,2023-09-26 ###,9/26/2023,3,1,
2023,482658,2/14/2023,2/14/2023,4,1,
2023,,2/15/2023,2/15/2023,4,1,
2023,759012,8/10/2023,8/10/2023,4,1,
2023,771349,8/18/2023,8/18/2023,4,1,
2023,806916,9/15/2023,9/15/2023,4,1,
2023,767558,8/16/2023,8/16/2023,5,1,
2023,793232,9/4/2023,9/4/2023,6,1,
2023,481082,2/12/2023,2/12/2023,7,1,
2023,533547,3/20/2023,3/20/2023,7,1,
2023,676055,6/17/2023,6/17/2023,7,1,
2023,775032,8/21/2023,8/21/2023,7,1,
2023,775056,8/21/2023,8/21/2023,7,1,
2023,790285,9/2/2023,9/2/2023,7,1,
2023,495636,2/23/2023,2/23/2023,9,1,
2023,624889,5/15/2023,5/15/2023,9,1,
2023,745003,7/30/2023,7/30/2023,9,1,
2023,765095,8/14/2023,8/14/2023,9,1,
2023,770663,8/18/2023,8/18/2023,9,1,
2023,793073,9/4/2023,9/4/2023,9,1,
2023,802317,2023-09-12 !!!,9/12/2023,9,1,
2023,811949,9/19/2023,9/19/2023,9,1,
2023,813567,9/20/2023,9/20/2023,9,1,
2023,771049,8/18/2023,8/18/2023,10,1,
2023,,8/10/2023,8/10/2023,11,1,
2023,735807,7/25/2023,7/25/2023,12,1,
2023,736580,7/25/2023,7/25/2023,12,1,
2023,750462,8/3/2023,8/3/2023,12,1,
2023,813830,9/21/2023,9/21/2023,12,1,
2023,,9/29/2023,9/29/2023,12,1,
2023,,9/29/2023,9/29/2023,12,1,
2023,464311,2/1/2023,2/1/2023,,,
2023,467165,2/3/2023,2/3/2023,,,
2023,475006,2/8/2023,2/8/2023,,,
2023,476159,2/9/2023,2/9/2023,,,
2023,505537,3/2/2023,3/2/2023,,,
2023,510615,3/5/2023,3/5/2023,,,
2023,510948,3/5/2023,3/5/2023,,,
2023,513745,3/8/2023,3/8/2023,,,
2023,514592,3/9/2023,3/9/2023,,,
2023,515596,3/9/2023,3/9/2023,,,
2023,524337,3/15/2023,3/15/2023,,,
2023,,3/19/2023,3/19/2023,,,
2023,539581,3/24/2023,3/24/2023,,,
2023,556424,4/2/2023,4/2/2023,,,
2023,558416,4/3/2023,4/3/2023,,,
2023,559489,4/4/2023,4/4/2023,,,
2023,566695,4/8/2023,4/8/2023,,,
2023,571099,4/12/2023,4/12/2023,,,
2023,580472,4/18/2023,4/18/2023,,,
2023,462813,1/31/2023,1/31/2023,-9999,,
2023,468932,2/4/2023,2/4/2023,-9999,,
2023,483673,2/14/2023,2/14/2023,-9999,,
2023,486874,2/17/2023,2/17/2023,-9999,,
2023,500661,2/26/2023,2/26/2023,-9999,,
2023,501431,2/27/2023,2/27/2023,-9999,,
2023,516694,3/10/2023,3/10/2023,-9999,,
2023,574162,4/14/2023,4/14/2023,-9999,,
2023,512289,3/6/2023,3/6/2023,1,,
2023,534635,3/21/2023,3/21/2023,1,,
2023,536744,3/23/2023,3/23/2023,1,,
2023,550848,3/30/2023,3/30/2023,1,,
2023,465452,2/2/2023,2/2/2023,2,,
2023,490403,2/18/2023,2/18/2023,2,,
2023,528468,3/17/2023,3/17/2023,2,,
2023,561090,4/6/2023,4/6/2023,2,,
2023,580580,4/18/2023,4/18/2023,2,,
2023,458977,1/28/2023,1/28/2023,3,,
2023,475048,2/8/2023,2/8/2023,3,,
2023,489497,2/18/2023,2/18/2023,3,,
2023,496770,2/24/2023,2/24/2023,3,,
2023,585474,4/21/2023,4/21/2023,3,,
2023,489779,2/18/2023,2/18/2023,4,,
2023,497882,2/24/2023,2/24/2023,4,,
2023,460725,1/29/2023,1/29/2023,5,,
2023,470897,2/5/2023,2/5/2023,5,,
2023,532993,3/20/2023,3/20/2023,5,,
2023,533467,3/20/2023,3/20/2023,5,,
2023,547704,3/29/2023,3/29/2023,5,,
2023,564001,4/7/2023,4/7/2023,5,,
2023,534649,3/21/2023,3/21/2023,6,,
2023,,3/30/2023,3/30/2023,6,,
2023,553895,4/1/2023,4/1/2023,6,,
2023,571262,4/12/2023,4/12/2023,6,,
2023,488971,2/18/2023,2/18/2023,7,,
2023,491952,2/20/2023,2/20/2023,7,,
2023,500137,2/25/2023,2/25/2023,7,,
2023,515327,3/9/2023,3/9/2023,7,,
2023,542139,3/26/2023,3/26/2023,7,,
2023,554810,4/1/2023,4/1/2023,7,,
2023,564829,4/8/2023,4/8/2023,7,,
2023,583716,4/21/2023,4/21/2023,7,,
2023,460505,1/29/2023,1/29/2023,8,,
2023,468155,2/3/2023,2/3/2023,8,,
2023,478719,2/11/2023,2/11/2023,8,,
2023,486061,2/16/2023,2/16/2023,8,,
2023,501717,2/27/2023,2/27/2023,8,,
2023,517279,3/10/2023,3/10/2023,8,,
2023,517460,3/10/2023,3/10/2023,8,,
2023,553329,3/31/2023,3/31/2023,8,,
2023,573735,4/14/2023,4/14/2023,8,,
2023,472291,2/6/2023,2/6/2023,9,,
2023,512825,3/7/2023,3/7/2023,9,,
2023,521397,3/13/2023,3/13/2023,9,,
2023,539099,3/24/2023,3/24/2023,9,,
2023,585157,4/21/2023,4/21/2023,9,,
2023,518180,3/10/2023,3/10/2023,10,,
2023,520789,3/12/2023,3/12/2023,10,,
2023,,2/4/2023,2/4/2023,11,,
2023,482793,2/14/2023,2/14/2023,11,,
2023,486545,2/17/2023,2/17/2023,11,,
2023,501555,2/27/2023,2/27/2023,11,,
2023,523393,3/14/2023,3/14/2023,11,,
2023,544798,3/27/2023,3/27/2023,11,,
2023,582784,4/20/2023,4/20/2023,11,,
2023,562027,4/6/2023,4/6/2023,12,,
2023,463871,2/1/2023,2/1/2023,13,,
2023,519658,3/11/2023,3/11/2023,13,,
2023,546581,2023-03-28$$$,3/28/2023,13,,
2023,552865,3/31/2023,3/31/2023,13,,
2023,557048,4/2/2023,4/2/2023,13,,
2023,463225,1/31/2023,1/31/2023,14,,
2023,489860,2/18/2023,2/18/2023,14,,
2023,,2/22/2023,2/22/2023,14,,
2023,507583,3/3/2023,3/3/2023,14,,
2023,533583,3/20/2023,3/20/2023,14,,
2023,575781,4/15/2023,4/15/2023,14,,
2023,581378,4/19/2023,4/19/2023,14,,
2023,587784,4/23/2023,4/23/2023,14,,
2023,494379,2/22/2023,2/22/2023,15,,
2023,525809,3/16/2023,3/16/2023,15,,
2023,554792,4/1/2023,4/1/2023,15,,
2023,-9999,4/11/2023,4/11/2023,15,,
2023,470410,2/4/2023,2/4/2023,16,,
2023,537809,3/23/2023,3/23/2023,16,,
2023,555563,4/1/2023,4/1/2023,16,,
2023,574718,2023-04-14###,4/14/2023,16,,
2023,477579,2/10/2023,2/10/2023,17,,
2023,480268,2/12/2023,2/12/2023,17,,
2023,482415,2023-02-13###,2/13/2023,17,,
2023,495229,2/23/2023,2/23/2023,17,,
2023,517863,3/10/2023,3/10/2023,17,,
2023,523108,3/14/2023,3/14/2023,17,,
2023,537723,3/23/2023,3/23/2023,17,,
2023,542334,3/26/2023,3/26/2023,17,,
2023,568970,4/10/2023,4/10/2023,17,,
2023,515545,3/9/2023,3/9/2023,18,,
2023,536750,3/23/2023,3/23/2023,18,,
2023,,4/6/2023,4/6/2023,18,,
2023,477305,2/10/2023,2/10/2023,19,,
2023,528039,3/17/2023,3/17/2023,19,,
2023,536286,3/23/2023,3/23/2023,19,,
2023,565374,4/8/2023,4/8/2023,19,,
2023,496367,2/23/2023,2/23/2023,20,,
2023,505114,3/2/2023,3/2/2023,20,,
2023,487370,2/17/2023,2/17/2023,21,,
2023,512572,3/7/2023,3/7/2023,21,,
2023,513333,3/7/2023,3/7/2023,21,,
2023,526664,3/17/2023,3/17/2023,21,,
