Cal_Year,Sale_ID,Date,Cal_Date,Store_ID,Product_ID,Units
2022,65708,3/8/2022,3/8/2022,7,18,1
2022,65709,3/8/2022,3/8/2022,41,6,1
2022,65710,3/8/2022,3/8/2022,24,8,1
2022,65711,3/8/2022,3/8/2022,28,25,1
2022,65712,3/8/2022,3/8/2022,15,,2
2022,65713,3/8/2022,3/8/2022,27,1,1
2022,65714,3/8/2022,3/8/2022,8,1,1
2022,65715,3/8/2022,3/8/2022,10,17,1
2022,65717,2022-03-08 $$$,3/8/2022,17,6,2
2022,65718,3/8/2022,3/8/2022,,18,1
2022,65719,3/8/2022,3/8/2022,12,6,1
2022,65720,3/8/2022,3/8/2022,-9999,2,1
2022,65721,3/8/2022,3/8/2022,24,8,1
2022,65722,3/8/2022,3/8/2022,34,6,1
2022,65723,3/8/2022,3/8/2022,46,7,1
2022,65724,3/8/2022,3/8/2022,45,25,1
2022,65725,3/8/2022,3/8/2022,27,1,1
2022,65726,3/8/2022,3/8/2022,24,8,1
2022,65727,3/8/2022,3/8/2022,26,8,1
2022,-9999,3/8/2022,3/8/2022,8,,1
2022,65729,3/8/2022,3/8/2022,48,34,1
2022,65730,3/8/2022,3/8/2022,26,8,1
2022,65731,3/8/2022,3/8/2022,41,8,
2022,65732,3/8/2022,3/8/2022,27,1,1
2022,65733,3/8/2022,3/8/2022,29,15,1
2022,65734,3/8/2022,3/8/2022,29,15,1
2022,65735,3/8/2022,3/8/2022,5,1,-9999
2022,65736,2022-03-08 !!!,3/8/2022,32,6,3
2022,65737,3/8/2022,3/8/2022,3,1,1
2022,65738,3/8/2022,3/8/2022,6,25,1
2022,65739,3/8/2022,3/8/2022,32,-9999,4
2022,65740,3/8/2022,3/8/2022,23,,1
2022,65741,3/8/2022,3/8/2022,41,1,1
2022,65743,3/8/2022,3/8/2022,9,1,1
2022,65744,3/8/2022,3/8/2022,26,8,
2022,65745,3/8/2022,3/8/2022,7,18,1
2022,65746,3/8/2022,3/8/2022,31,14,1
2022,65747,3/8/2022,3/8/2022,46,7,1
2022,65748,3/8/2022,3/8/2022,2,25,1
2022,65749,3/8/2022,3/8/2022,7,17,1
2022,65750,3/8/2022,3/8/2022,41,8,1
2022,65751,3/8/2022,3/8/2022,28,25,1
2022,65752,3/8/2022,3/8/2022,9,27,1
2022,65753,3/8/2022,3/8/2022,37,21,1
2022,65754,3/8/2022,3/8/2022,17,6,2
2022,65755,3/8/2022,3/8/2022,21,6,1
2022,65756,3/8/2022,3/8/2022,3,,1
2022,65757,3/8/2022,3/8/2022,9,30,1
2022,-9999,3/8/2022,3/8/2022,33,8,1
2022,65759,3/8/2022,3/8/2022,32,6,4
2022,,3/8/2022,3/8/2022,8,34,1
2022,65761,3/8/2022,3/8/2022,,34,1
2022,65762,3/8/2022,3/8/2022,16,30,1
2022,65763,2022-03-08@@,3/8/2022,41,8,1
2022,65764,3/8/2022,3/8/2022,30,6,1
2022,65765,3/8/2022,3/8/2022,,1,1
2022,65766,3/8/2022,3/8/2022,26,8,1
2022,65767,3/8/2022,3/8/2022,12,15,1
2022,65768,3/8/2022,3/8/2022,7,25,1
2022,65769,3/8/2022,3/8/2022,32,6,3
2022,65770,3/8/2022,3/8/2022,8,1,1
2022,65771,3/8/2022,3/8/2022,3,27,1
2022,65772,3/8/2022,3/8/2022,32,14,1
2022,65773,3/8/2022,3/8/2022,27,1,1
2022,,3/8/2022,3/8/2022,41,2,1
2022,65775,3/8/2022,3/8/2022,13,14,1
2022,65776,3/8/2022,3/8/2022,,15,1
2022,65777,3/8/2022,3/8/2022,46,7,1
2022,65778,3/8/2022,3/8/2022,9,27,1
2022,65779,3/8/2022,3/8/2022,13,14,1
2022,65780,3/8/2022,3/8/2022,46,7,1
2022,65781,3/8/2022,3/8/2022,6,6,1
2022,65782,3/8/2022,3/8/2022,5,18,1
2022,65783,3/8/2022,3/8/2022,,1,2
2022,65784,3/8/2022,3/8/2022,6,27,1
2022,65785,3/8/2022,3/8/2022,50,6,1
2022,65786,3/8/2022,3/8/2022,3,1,1
2022,65787,3/8/2022,3/8/2022,34,25,1
2022,65788,3/8/2022,3/8/2022,13,1,3
2022,65789,3/8/2022,3/8/2022,10,17,1
2022,-9999,3/8/2022,3/8/2022,12,30,1
2022,65791,3/8/2022,3/8/2022,23,6,3
2022,65792,3/8/2022,3/8/2022,23,6,2
2022,65793,3/8/2022,3/8/2022,7,18,1
2022,65794,3/8/2022,3/8/2022,10,17,1
2022,65795,3/8/2022,3/8/2022,24,18,3
2022,65796,3/8/2022,3/8/2022,3,27,1
2022,65797,3/8/2022,3/8/2022,3,1,1
2022,65798,3/8/2022,3/8/2022,29,6,1
2022,65799,3/8/2022,3/8/2022,3,1,1
2022,65800,3/8/2022,3/8/2022,6,6,1
2022,65801,3/8/2022,3/8/2022,,8,3
2022,65802,3/8/2022,3/8/2022,45,34,
2022,65803,3/8/2022,3/8/2022,12,30,1
2022,65804,3/8/2022,3/8/2022,2,7,2
2022,65805,3/8/2022,3/8/2022,34,25,1
2022,65806,3/8/2022,3/8/2022,,34,1
2022,65807,3/8/2022,3/8/2022,12,6,
2022,,2022-03-08@@,3/8/2022,23,25,1
2022,65809,3/8/2022,3/8/2022,2,25,1
2022,65810,3/8/2022,3/8/2022,10,17,1
2022,65811,3/8/2022,3/8/2022,26,8,1
2022,65812,3/8/2022,3/8/2022,29,6,1
2022,65813,3/8/2022,3/8/2022,25,6,1
2022,65814,3/8/2022,3/8/2022,48,-9999,1
2022,65816,3/8/2022,3/8/2022,24,18,2
2022,65817,3/8/2022,3/8/2022,17,2,1
2022,65818,3/8/2022,3/8/2022,12,15,1
2022,65819,3/8/2022,3/8/2022,14,6,1
2022,65820,3/8/2022,3/8/2022,32,6,4
2022,65821,3/8/2022,3/8/2022,28,25,1
2022,65822,3/8/2022,3/8/2022,25,7,1
2022,65823,3/8/2022,3/8/2022,16,30,1
2022,65824,3/8/2022,3/8/2022,45,25,1
2022,65825,3/8/2022,3/8/2022,34,25,1
2022,65826,3/8/2022,3/8/2022,23,25,1
2022,65827,3/8/2022,3/8/2022,16,30,1
2022,65828,3/8/2022,3/8/2022,,8,1
2022,65829,3/8/2022,3/8/2022,41,8,1
2022,65830,3/8/2022,3/8/2022,6,27,1
2022,,3/8/2022,3/8/2022,17,6,2
2022,65832,3/8/2022,3/8/2022,13,1,2
2022,65833,3/8/2022,3/8/2022,13,,3
2022,65834,3/8/2022,3/8/2022,31,6,4
2022,65835,3/8/2022,3/8/2022,25,7,1
2022,65836,2022-03-08###,3/8/2022,41,1,1
2022,65837,3/8/2022,3/8/2022,1,8,3
2022,65838,3/8/2022,3/8/2022,32,6,4
2022,65839,3/8/2022,3/8/2022,10,17,1
2022,65840,3/8/2022,3/8/2022,,6,3
2022,65841,3/8/2022,3/8/2022,6,27,1
2022,65842,3/8/2022,3/8/2022,37,27,1
2022,65843,3/8/2022,3/8/2022,13,1,2
2022,65844,3/8/2022,3/8/2022,31,14,1
2022,65845,3/8/2022,3/8/2022,,17,1
2022,65846,3/8/2022,3/8/2022,1,8,1
2022,65847,3/8/2022,3/8/2022,45,34,1
2022,,3/8/2022,3/8/2022,41,6,1
2022,65849,3/8/2022,3/8/2022,45,25,1
2022,65850,3/8/2022,3/8/2022,9,30,1
2022,65851,3/8/2022,3/8/2022,1,8,
2022,65852,3/8/2022,3/8/2022,,34,1
2022,65853,3/8/2022,3/8/2022,25,6,1
2022,65854,3/8/2022,3/8/2022,5,1,3
2022,65855,3/8/2022,3/8/2022,24,8,1
2022,65856,3/8/2022,3/8/2022,45,25,1
2022,65857,3/8/2022,3/8/2022,17,6,3
2022,65858,3/8/2022,3/8/2022,41,1,1
2022,,3/8/2022,3/8/2022,47,7,2
2022,65861,3/8/2022,3/8/2022,27,1,1
2022,65862,3/8/2022,3/8/2022,37,,1
2022,65863,3/8/2022,3/8/2022,5,1,3
2022,65864,3/8/2022,3/8/2022,,14,1
2022,65865,3/8/2022,3/8/2022,6,27,1
2022,65866,3/8/2022,3/8/2022,24,18,3
2022,65867,3/8/2022,3/8/2022,25,7,1
2022,65868,3/8/2022,3/8/2022,-9999,6,3
2022,65869,3/8/2022,3/8/2022,6,27,1
2022,-9999,2022-03-08!!!,3/8/2022,8,34,1
2022,65871,3/8/2022,3/8/2022,17,2,1
2022,,3/8/2022,3/8/2022,38,6,2
2022,65873,3/8/2022,3/8/2022,9,27,1
2022,65874,3/8/2022,3/8/2022,2,7,3
2022,65875,3/8/2022,3/8/2022,9,2,1
2022,65876,3/8/2022,3/8/2022,29,2,1
2022,65877,3/8/2022,3/8/2022,29,2,1
2022,-9999,3/8/2022,3/8/2022,9,1,1
2022,65879,3/8/2022,3/8/2022,48,34,1
2022,65880,3/8/2022,3/8/2022,2,6,2
2022,65881,3/8/2022,3/8/2022,1,8,1
2022,65882,3/8/2022,3/8/2022,29,6,1
2022,65883,3/8/2022,3/8/2022,45,2,1
2022,65884,3/8/2022,3/8/2022,45,34,1
2022,65885,3/8/2022,3/8/2022,12,6,1
2022,65886,3/8/2022,3/8/2022,15,-9999,3
2022,-9999,3/8/2022,3/8/2022,6,27,1
2022,65888,3/8/2022,3/8/2022,31,1,1
2022,65889,3/8/2022,3/8/2022,5,18,1
2022,65891,3/8/2022,3/8/2022,13,1,-9999
2022,65892,3/8/2022,3/8/2022,17,6,2
2022,65893,3/8/2022,3/8/2022,31,1,1
2022,,3/8/2022,3/8/2022,,25,1
2022,65895,3/8/2022,3/8/2022,12,6,1
2022,65896,3/8/2022,3/8/2022,32,14,1
2022,,3/8/2022,3/8/2022,5,18,1
2022,65898,3/8/2022,3/8/2022,48,,1
2022,65899,3/8/2022,3/8/2022,41,1,1
2022,65900,3/8/2022,3/8/2022,30,8,3
2022,,3/8/2022,3/8/2022,48,34,1
2022,65902,3/8/2022,3/8/2022,2,7,2
2022,,3/8/2022,3/8/2022,14,2,1
2022,65904,3/8/2022,3/8/2022,25,6,1
2022,65905,3/8/2022,3/8/2022,5,1,2
2022,65906,3/8/2022,3/8/2022,23,25,1
2022,65907,3/8/2022,3/8/2022,24,18,2
2022,65908,3/8/2022,3/8/2022,45,34,1
2022,65909,3/8/2022,3/8/2022,50,6,1
2022,65910,3/8/2022,3/8/2022,9,27,1
2022,65911,3/8/2022,3/8/2022,8,1,1
2022,65912,3/8/2022,3/8/2022,6,6,1
2022,65913,3/8/2022,3/8/2022,3,27,1
2022,65914,3/8/2022,3/8/2022,3,27,1
2022,65915,3/8/2022,3/8/2022,5,18,1
2022,65916,3/8/2022,3/8/2022,41,1,1
2022,65917,3/8/2022,3/8/2022,15,7,2
2022,65918,3/8/2022,3/8/2022,17,6,3
2022,65919,3/8/2022,3/8/2022,9,1,1
2022,65920,3/8/2022,3/8/2022,9,1,1
2022,65921,3/8/2022,3/8/2022,17,6,3
2022,65922,3/8/2022,3/8/2022,3,27,1
2022,65923,3/8/2022,3/8/2022,34,6,1
2022,65925,3/8/2022,3/8/2022,9,15,1
2022,65927,3/8/2022,3/8/2022,14,2,1
2022,901,1/1/2022,1/1/2022,18,,1
2022,902,1/1/2022,1/1/2022,29,2,1
2022,903,1/1/2022,1/1/2022,,8,
2022,904,1/1/2022,1/1/2022,12,6,3
2022,905,1/1/2022,1/1/2022,50,8,3
2022,906,1/1/2022,1/1/2022,17,9,1
2022,907,1/1/2022,1/1/2022,39,-9999,3
2022,908,1/1/2022,1/1/2022,10,35,1
2022,909,1/1/2022,1/1/2022,5,8,1
2022,-9999,1/1/2022,1/1/2022,33,27,1
2022,911,1/1/2022,1/1/2022,9,24,1
2022,912,1/1/2022,1/1/2022,34,18,3
2022,913,1/1/2022,1/1/2022,33,33,1
2022,914,1/1/2022,1/1/2022,4,20,1
2022,915,1/1/2022,1/1/2022,46,6,1
2022,916,1/1/2022,1/1/2022,6,3,1
2022,-9999,1/1/2022,1/1/2022,50,24,1
2022,918,1/1/2022,1/1/2022,,20,1
2022,919,1/1/2022,1/1/2022,41,1,1
2022,920,1/1/2022,1/1/2022,5,31,1
2022,921,1/1/2022,1/1/2022,10,35,1
2022,922,1/1/2022,1/1/2022,1,21,2
2022,923,1/1/2022,1/1/2022,50,5,1
2022,924,1/1/2022,1/1/2022,50,8,1
2022,925,1/1/2022,1/1/2022,40,17,
2022,,1/1/2022,1/1/2022,6,3,1
2022,927,1/1/2022,1/1/2022,47,31,1
2022,,1/1/2022,1/1/2022,39,34,3
2022,,1/1/2022,1/1/2022,18,10,1
2022,930,1/1/2022,1/1/2022,41,8,1
2022,931,1/1/2022,1/1/2022,22,30,1
2022,932,1/1/2022,1/1/2022,4,1,1
2022,933,1/1/2022,1/1/2022,,5,1
2022,934,1/1/2022,1/1/2022,22,30,1
2022,935,1/1/2022,1/1/2022,18,10,1
2022,936,1/1/2022,1/1/2022,32,8,4
2022,937,1/1/2022,1/1/2022,9,1,1
2022,938,1/1/2022,1/1/2022,7,31,1
2022,939,1/1/2022,1/1/2022,13,6,1
2022,940,1/1/2022,1/1/2022,4,20,1
2022,941,1/1/2022,1/1/2022,41,,
2022,942,1/1/2022,1/1/2022,7,8,1
2022,943,1/1/2022,1/1/2022,30,2,1
2022,945,1/1/2022,1/1/2022,3,8,1
2022,946,1/1/2022,1/1/2022,10,35,1
2022,947,1/1/2022,1/1/2022,10,8,1
2022,948,1/1/2022,1/1/2022,38,8,1
2022,-9999,1/1/2022,1/1/2022,8,8,1
2022,950,1/1/2022,1/1/2022,49,5,1
2022,951,1/1/2022,1/1/2022,31,1,1
2022,952,1/1/2022,1/1/2022,41,8,3
2022,953,1/1/2022,1/1/2022,44,2,1
2022,954,1/1/2022,1/1/2022,30,9,1
2022,955,1/1/2022,1/1/2022,21,8,1
2022,956,1/1/2022,1/1/2022,,9,1
2022,957,1/1/2022,1/1/2022,19,30,1
2022,958,1/1/2022,1/1/2022,44,2,
2022,959,1/1/2022,1/1/2022,41,8,1
2022,960,1/1/2022,1/1/2022,12,8,1
2022,961,2022-01-01!!!,1/1/2022,50,8,2
2022,962,1/1/2022,1/1/2022,37,31,1
2022,963,1/1/2022,1/1/2022,44,18,1
2022,964,1/1/2022,1/1/2022,37,8,2
2022,965,1/1/2022,1/1/2022,7,31,1
2022,966,1/1/2022,1/1/2022,3,24,2
2022,,1/1/2022,1/1/2022,,8,2
2022,968,1/1/2022,1/1/2022,38,8,1
2022,969,2022-01-01$$$,1/1/2022,34,8,1
2022,970,2022-01-01###,1/1/2022,-9999,1,1
2022,971,1/1/2022,1/1/2022,16,8,1
2022,972,1/1/2022,1/1/2022,41,8,1
2022,973,1/1/2022,1/1/2022,42,27,1
2022,974,1/1/2022,1/1/2022,4,9,1
2022,976,1/1/2022,1/1/2022,6,3,1
2022,977,1/1/2022,1/1/2022,5,31,1
2022,978,1/1/2022,1/1/2022,44,2,1
2022,979,1/1/2022,1/1/2022,33,27,1
2022,980,2022-01-01!!!,1/1/2022,13,6,1
2022,981,1/1/2022,1/1/2022,41,1,1
2022,982,1/1/2022,1/1/2022,33,27,1
2022,983,1/1/2022,1/1/2022,25,18,1
2022,985,1/1/2022,1/1/2022,50,33,1
2022,986,1/1/2022,1/1/2022,36,1,1
2022,987,1/1/2022,1/1/2022,24,4,1
2022,988,1/1/2022,1/1/2022,50,24,1
2022,989,2022-01-01@@,1/1/2022,,9,1
2022,990,1/1/2022,1/1/2022,10,8,1
2022,991,1/1/2022,1/1/2022,10,8,
2022,992,1/1/2022,1/1/2022,41,6,1
2022,993,1/1/2022,1/1/2022,16,8,1
2022,994,1/1/2022,1/1/2022,30,2,1
2022,995,1/1/2022,1/1/2022,,2,1
2022,996,1/1/2022,1/1/2022,5,31,1
2022,997,1/1/2022,1/1/2022,32,8,4
2022,998,1/1/2022,1/1/2022,25,18,1
2022,999,2022-01-01@@,1/1/2022,34,24,1
2022,1000,1/1/2022,1/1/2022,46,6,1
2022,1001,1/1/2022,1/1/2022,14,6,1
2022,1002,1/1/2022,1/1/2022,29,2,1
2022,1003,1/1/2022,1/1/2022,4,1,1
2022,,1/1/2022,1/1/2022,9,1,1
2022,1006,1/1/2022,1/1/2022,18,10,1
2022,1007,1/1/2022,1/1/2022,12,6,3
2022,1008,1/1/2022,1/1/2022,6,,1
2022,1009,1/1/2022,1/1/2022,30,2,1
2022,1010,1/1/2022,1/1/2022,-9999,8,3
2022,1011,1/1/2022,1/1/2022,34,24,1
2022,1012,1/1/2022,1/1/2022,23,14,1
2022,1013,1/1/2022,1/1/2022,24,31,1
2022,1014,1/1/2022,1/1/2022,9,1,1
2022,1015,1/1/2022,1/1/2022,37,18,1
2022,1016,1/1/2022,1/1/2022,12,7,1
2022,1017,1/1/2022,1/1/2022,21,1,
2022,1018,1/1/2022,1/1/2022,3,8,1
2022,1019,1/1/2022,1/1/2022,34,8,1
2022,1020,1/1/2022,1/1/2022,39,8,1
2022,1021,1/1/2022,1/1/2022,44,2,1
2022,1022,1/1/2022,1/1/2022,6,6,4
2022,1023,1/1/2022,1/1/2022,8,20,1
2022,1024,1/1/2022,1/1/2022,18,10,1
2022,1025,1/1/2022,1/1/2022,36,17,1
2022,,1/1/2022,1/1/2022,38,22,3
2022,1027,1/1/2022,1/1/2022,4,20,1
2022,1028,1/1/2022,1/1/2022,9,27,1
2022,1029,1/1/2022,1/1/2022,10,8,1
2022,1030,1/1/2022,1/1/2022,28,30,1
2022,1031,1/1/2022,1/1/2022,41,1,1
2022,1033,1/1/2022,1/1/2022,41,8,1
2022,1035,1/1/2022,1/1/2022,48,7,1
2022,1036,1/1/2022,1/1/2022,40,17,1
2022,1037,1/1/2022,1/1/2022,48,7,1
2022,1038,1/1/2022,1/1/2022,37,31,1
2022,1039,1/1/2022,1/1/2022,9,24,1
2022,1040,1/1/2022,1/1/2022,27,8,1
2022,1041,1/1/2022,1/1/2022,28,1,1
2022,,1/1/2022,1/1/2022,12,6,3
2022,1043,1/1/2022,1/1/2022,38,22,2
2022,1044,1/1/2022,1/1/2022,50,-9999,3
2022,1045,1/1/2022,1/1/2022,34,8,1
2022,1046,1/1/2022,1/1/2022,48,2,1
2022,1047,2022-01-01 !!!,1/1/2022,24,4,1
2022,1048,2022-01-01 @@,1/1/2022,43,,1
2022,1049,1/1/2022,1/1/2022,19,6,-9999
2022,1050,1/1/2022,1/1/2022,30,6,3
2022,1051,1/1/2022,1/1/2022,,18,1
2022,1052,1/1/2022,1/1/2022,30,,1
2022,1053,1/1/2022,1/1/2022,7,8,1
2022,1054,1/1/2022,1/1/2022,18,10,1
2022,1055,1/1/2022,1/1/2022,34,18,2
2022,1056,1/1/2022,1/1/2022,24,,1
2022,1057,1/1/2022,1/1/2022,23,14,1
2022,1059,1/1/2022,1/1/2022,47,,1
2022,1060,1/1/2022,1/1/2022,50,33,1
2022,1061,1/1/2022,1/1/2022,-9999,21,3
2022,1062,1/1/2022,1/1/2022,33,27,1
2022,1063,1/1/2022,1/1/2022,22,30,1
2022,1064,1/1/2022,1/1/2022,5,8,1
2022,,1/1/2022,1/1/2022,44,18,1
2022,1066,1/1/2022,1/1/2022,38,21,1
2022,1067,1/1/2022,1/1/2022,17,9,1
2022,1068,1/1/2022,1/1/2022,7,8,1
2022,1069,1/1/2022,1/1/2022,43,8,1
2022,1070,1/1/2022,1/1/2022,10,8,1
2022,1071,1/1/2022,1/1/2022,31,8,1
