Store_Maturity_Performance,BHS_Category,Business_Health_Score,Product_Performance_Type,Table Names,Store_ID-1,Product_ID-1,Product_Name,Store_Name,Sale_ID,Product_Category,Store_City,Date,Store_Location,Store_ID,Store_Open_Date,Product_ID,Units,Quarter_No,Year,Manufacture_Cost,Sales_Price_Clean,Revenue,Profit Margin,Profit Category
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,527322,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,527388,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,527503,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,527597,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,527656,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,528085,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,528225,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,528369,Sports & Outdoors,Guanajuato,3/17/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,433399,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,532756,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,532919,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,533060,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,533185,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,533217,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,533317,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,533322,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,533402,Sports & Outdoors,Guanajuato,3/20/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,540456,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,540682,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,540813,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,540975,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,541214,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,541517,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,541650,Sports & Outdoors,Guanajuato,3/25/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,433399,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,542245,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,542423,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,542591,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,542693,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,543375,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,543545,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,543634,Sports & Outdoors,Guanajuato,3/26/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,549022,Sports & Outdoors,Guanajuato,3/30/2023,Residential,50,5/18/2016,24,1,1,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Good,16.71,Niche Premium Product,sales_2023.csv,50,24,Nerf Gun,Maven Toys Guanajuato 3,789031,Sports & Outdoors,Guanajuato,9/1/2023,Residential,50,5/18/2016,24,1,3,2023,14.99,19.99,19.99,33.36,Medium
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443497,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443543,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443567,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443691,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443747,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443773,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,443951,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,444021,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,444164,Art & Crafts,Guadalajara,1/17/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,446785,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,447016,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,447022,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,447024,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,447709,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,447791,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,447943,Art & Crafts,Guadalajara,1/20/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450176,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450208,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450511,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450623,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450659,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450812,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450896,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,450922,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Excellent,25.15,Niche Premium Product,sales_2023.csv,1,25,Playdoh Can,Maven Toys Guadalajara 1,451027,Art & Crafts,Guadalajara,1/22/2023,Residential,1,9/18/1992,25,1,1,2023,1.99,2.99,2.99,50.25,High
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,681719,Art & Crafts,Hermosillo,6/20/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,690786,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,690866,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,690869,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,690935,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,690978,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,691027,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,691141,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,691159,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,691191,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,691461,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,691563,Art & Crafts,Hermosillo,6/26/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,693222,Art & Crafts,Hermosillo,6/28/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,693308,Art & Crafts,Hermosillo,6/28/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
Average Store,Average,7.17,Low Performer,sales_2023.csv,41,19,Magic Sand,Maven Toys Hermosillo 2,693861,Art & Crafts,Hermosillo,6/28/2023,Downtown,41,6/1/2014,19,1,2,2023,13.99,15.99,15.99,14.3,Low
